order,kr_filename,kr_url,bytes,role,has_korean_text,kr_text_content,en_filename,en_alt_text,en_text_content,action
54,T60_LDA_white_00_6f83f896-5de5-40b0-b2c4-8fa5b690cf71.jpg,https://kr.sidiz.com/cdn/shop/files/T60_LDA_white_00_6f83f896-5de5-40b0-b2c4-8fa5b690cf71.jpg,70313,detail,,,,,,
55,l.png,https://kr.sidiz.com/cdn/shop/files/l.png,80404,detail,,,,,,
56,leather_1.jpg,https://kr.sidiz.com/cdn/shop/files/leather_1.jpg,396029,detail,,,,,,
57,leather_2.jpg,https://kr.sidiz.com/cdn/shop/files/leather_2.jpg,27896,detail,,,,,,
58,leather_3.jpg,https://kr.sidiz.com/cdn/shop/files/leather_3.jpg,23480,detail,,,,,,
59,leather_4.jpg,https://kr.sidiz.com/cdn/shop/files/leather_4.jpg,24248,detail,,,,,,
60,leather_5.jpg,https://kr.sidiz.com/cdn/shop/files/leather_5.jpg,363253,detail,,,,,,
61,leather_6.jpg,https://kr.sidiz.com/cdn/shop/files/leather_6.jpg,141624,detail,,,,,,
62,leather_7.jpg,https://kr.sidiz.com/cdn/shop/files/leather_7.jpg,188285,detail,,,,,,
63,leather_8.png,https://kr.sidiz.com/cdn/shop/files/leather_8.png,35637,detail,,,,,,
64,shop_mo.jpg,https://kr.sidiz.com/cdn/shop/files/shop_mo.jpg,124290,detail,,,,,,
65,shop_pc.jpg,https://kr.sidiz.com/cdn/shop/files/shop_pc.jpg,412439,detail,,,,,,
66,thum_BUTTON_M801EY_831_00_de792570-dea1-46f2-852e-110f74ed1eda.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_M801EY_831_00_de792570-dea1-46f2-852e-110f74ed1eda.jpg,88302,detail,,,,,,
67,thum_BUTTON_M801EY_WW_00_c98a77a9-d22e-4c35-a653-d0fcedad8b46.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_M801EY_WW_00_c98a77a9-d22e-4c35-a653-d0fcedad8b46.jpg,34819,detail,,,,,,
68,thum_BUTTON_M801E_831_00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_M801E_831_00.jpg,50822,detail,,,,,,
69,thum_BUTTON_M801E_WW_00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_M801E_WW_00.jpg,29098,detail,,,,,,
70,thum_BUTTON_M803G_831_00_6fb1f878-1871-47ce-8519-4f4f256ea4ce.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_M803G_831_00_6fb1f878-1871-47ce-8519-4f4f256ea4ce.jpg,61549,detail,,,,,,
71,thum_BUTTON_M803G_WW_00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_M803G_WW_00.jpg,31154,detail,,,,,,
72,thum_BUTTON_M803Y_831_00_56faba2a-e7b8-43f5-a88b-cd3936554baa.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_M803Y_831_00_56faba2a-e7b8-43f5-a88b-cd3936554baa.jpg,65673,detail,,,,,,
73,thum_BUTTON_M803Y_WW_00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_M803Y_WW_00.jpg,33929,detail,,,,,,
74,thum_BUTTON_MN801EY_371_00_70a21dd3-d8a1-443c-97fe-b772a469d01b.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN801EY_371_00_70a21dd3-d8a1-443c-97fe-b772a469d01b.jpg,112740,detail,,,,,,
75,thum_BUTTON_MN801EY_452_00_16f662f4-084d-4e0e-a16f-d265fc64e5f5.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN801EY_452_00_16f662f4-084d-4e0e-a16f-d265fc64e5f5.jpg,72258,detail,,,,,,
76,thum_BUTTON_MN801EY_BK_00_4e7d5ee5-18ca-4154-8414-fa7d680444ba.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN801EY_BK_00_4e7d5ee5-18ca-4154-8414-fa7d680444ba.jpg,58535,detail,,,,,,
77,thum_BUTTON_MN801E_371_00_29a78d24-48b1-4b8a-90d0-c48754e58b94.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN801E_371_00_29a78d24-48b1-4b8a-90d0-c48754e58b94.jpg,102401,detail,,,,,,
78,thum_BUTTON_MN801E_452_00_416f2e40-a71b-4fd2-b101-3caa2c9b22c4.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN801E_452_00_416f2e40-a71b-4fd2-b101-3caa2c9b22c4.jpg,64929,detail,,,,,,
79,thum_BUTTON_MN801E_BK_00_37f92b87-279c-4e5b-acd0-47d33bad4b24.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN801E_BK_00_37f92b87-279c-4e5b-acd0-47d33bad4b24.jpg,56294,detail,,,,,,
80,thum_BUTTON_MN803G_371_00_2842f925-45aa-48eb-b6db-d9a134342916.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN803G_371_00_2842f925-45aa-48eb-b6db-d9a134342916.jpg,93887,detail,,,,,,
81,thum_BUTTON_MN803G_452_00_cd286dd0-f162-439c-ad71-d5c0369a9a8e.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN803G_452_00_cd286dd0-f162-439c-ad71-d5c0369a9a8e.jpg,91641,detail,,,,,,
82,thum_BUTTON_MN803G_BK_00_bd3aa99d-1d0f-4705-a568-c5f61c335f71.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN803G_BK_00_bd3aa99d-1d0f-4705-a568-c5f61c335f71.jpg,43447,detail,,,,,,
83,thum_BUTTON_MN803Y_371_00_b51e57ae-963f-4608-b218-2129e233e380.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN803Y_371_00_b51e57ae-963f-4608-b218-2129e233e380.jpg,96811,detail,,,,,,
84,thum_BUTTON_MN803Y_452_00_2c7c4a69-900b-4bc9-b424-fc3bdb177207.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN803Y_452_00_2c7c4a69-900b-4bc9-b424-fc3bdb177207.jpg,94580,detail,,,,,,
85,thum_BUTTON_MN803Y_BK_00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_BUTTON_MN803Y_BK_00.jpg,45494,detail,,,,,,
86,thum_EGA_DAILY___451M__00_d02112c7-1854-41ad-b0ac-5499a82bc706.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___451M__00_d02112c7-1854-41ad-b0ac-5499a82bc706.jpg,86511,detail,,,,,,
87,thum_EGA_DAILY___452N__00_268b09f6-73c9-4baf-9f1e-5245bc0ba21e.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___452N__00_268b09f6-73c9-4baf-9f1e-5245bc0ba21e.jpg,87485,detail,,,,,,
88,thum_EGA_DAILY___A490L__00_f270a0b4-b815-420c-9845-ad759954f0ba.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_DAILY___A490L__00_f270a0b4-b815-420c-9845-ad759954f0ba.jpg,70149,detail,,,,,,
89,thum_EGA_TN601FEY_451M_00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_TN601FEY_451M_00.jpg,90793,detail,,,,,,
90,thum_EGA_TN601FEY_452N_00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_TN601FEY_452N_00.jpg,92286,detail,,,,,,
91,thum_EGA_TN601FEY_457L_00_1311875d-e18a-44a3-bab2-990b5f908eb7.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_TN601FEY_457L_00_1311875d-e18a-44a3-bab2-990b5f908eb7.jpg,96035,detail,,,,,,
92,thum_EGA_TN601FEY_458D_00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_TN601FEY_458D_00.jpg,95248,detail,,,,,,
93,thum_EGA_TN601FEY_A490L_00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_EGA_TN601FEY_A490L_00.jpg,65771,detail,,,,,,
